date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:43:54	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2003%20Feb%202017%2018:43:53%20GMT	http://web.archive.org/web/20071127023324/http://osu.ppy.sh/index.php?p=player	C:/osu!web/osu2007web/web.archive.org/web/20071127023324/http_/osu.ppy.sh/indexc9a3.php	(from )
19:43:56	23537/23537	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:43:55%20GMT	http://web.archive.org/web/20071123172250/http://osu.ppy.sh/index.php?p=player	C:/osu!web/osu2007web/web.archive.org/web/20071123172250/http_/osu.ppy.sh/indexc9a3.html	(from )
19:43:56	101/101	---M--	200	added ('OK')	text/plain	etag:W/%22101-1449087168000%22	http://web.archive.org/robots.txt		(from )
19:44:14	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2003%20Feb%202017%2018:43:56%20GMT	http://web.archive.org/web/20071123172250/http://osu.ppy.sh/forum/	C:/osu!web/osu2007web/web.archive.org/web/20071123172250/http_/osu.ppy.sh/forum/index.html	(from )
19:44:19	13916/13916	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:44:15%20GMT	http://osu.ppy.sh/	C:/osu!web/osu2007web/osu.ppy.sh/index.html	(from http://web.archive.org/web/20071127023324/http://osu.ppy.sh/)
19:44:20	1538/1538	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:44:19%20GMT	http://osu.ppy.sh/index.php?p=about	C:/osu!web/osu2007web/osu.ppy.sh/index1a8f.html	(from http://web.archive.org/web/20071123172245/http://osu.ppy.sh/index.php?p=about)
19:44:20	22835/22835	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:44:19%20GMT	http://osu.ppy.sh/index.php?p=changelog	C:/osu!web/osu2007web/osu.ppy.sh/indexd1d9.html	(from http://web.archive.org/web/20071226092136/http://osu.ppy.sh/index.php?p=changelog)
19:44:20	10792/10792	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:44:20%20GMT	http://osu.ppy.sh/index.php?p=download	C:/osu!web/osu2007web/osu.ppy.sh/indexacaf.html	(from http://web.archive.org/web/20071128080345/http://osu.ppy.sh/index.php?p=download)
19:44:21	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2003%20Feb%202017%2018:44:20%20GMT	http://osu.ppy.sh/index.php?p=faq	C:/osu!web/osu2007web/osu.ppy.sh/index1532.php	(from http://web.archive.org/web/20071122213806/http://osu.ppy.sh/index.php?p=faq)
19:44:23	2910/2910	---M--	200	added ('OK')	text/plain	etag:%22b5e-5473022f46e80%22	http://www.w3.org/robots.txt		(from http://web.archive.org/web/20071127023324/http://osu.ppy.sh/)
19:44:23	83896/83896	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/FAQ	C:/osu!web/osu2007web/osu.ppy.sh/wiki/FAQ.html	(from http://web.archive.org/web/20071122213806/http://osu.ppy.sh/index.php?p=faq)
19:44:23	1538/1538	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:44:21%20GMT	http://osu.ppy.sh/index.php?p=player	C:/osu!web/osu2007web/osu.ppy.sh/indexc9a3.html	(from http://web.archive.org/web/20071123172250/http://osu.ppy.sh/index.php?p=player)
19:44:29	237/237	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Feb%202017%2018:44:29%20GMT	http://www.w3.org/1999/xhtml	C:/osu!web/osu2007web/www.w3.org/1999/xhtml.b.delayed	(from http://web.archive.org/web/20071127023324/http://osu.ppy.sh/)
19:44:30	87/87	---MCZ	200	added ('OK')	text/plain	date:Thu,%2002%20Feb%202017%2003:25:08%20GMT	http://osu.ppy.sh/robots.txt		(from http://web.archive.org/web/20071127023324/http://osu.ppy.sh/)
19:44:35	1138/1138	---MCZ	-1	error ('Error%20when%20decompressing')	image/x-icon	etag:W/%225892a694-1536%22	http://s.ppy.sh/favicon.ico	C:/osu!web/osu2007web/s.ppy.sh/favicon.13.delayed	(from http://osu.ppy.sh/)
19:44:35	785/785	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Feb%202017%2018:44:35%20GMT	http://osu.ppy.sh/feed/news	C:/osu!web/osu2007web/osu.ppy.sh/feed/news	(from http://osu.ppy.sh/)
19:44:36	18280/18280	---MCZ	200	added ('OK')	application/javascript	etag:W/%225892a694-5c43%22	http://s.ppy.sh/js/main.js?1486005908	C:/osu!web/osu2007web/s.ppy.sh/js/main2a3a.js	(from http://osu.ppy.sh/)
19:44:37	8727/8727	---MCZ	200	added ('OK')	application/javascript	etag:W/%225892a694-3dd4%22	http://s.ppy.sh/js/jquery.autocomplete.js	C:/osu!web/osu2007web/s.ppy.sh/js/jquery.autocomplete.js	(from http://osu.ppy.sh/)
19:44:38	61680/61680	---MCZ	200	added ('OK')	text/css	date:Thu,%2002%20Feb%202017%2003:25:08%20GMT	http://s.ppy.sh/css/style.css?1486005907	C:/osu!web/osu2007web/s.ppy.sh/css/styled7c2.css	(from http://osu.ppy.sh/)
19:44:38	67187/67187	---MCZ	200	added ('OK')	text/xml	date:Fri,%2003%20Feb%202017%2018:44:35%20GMT	http://osu.ppy.sh/feed/news/	C:/osu!web/osu2007web/osu.ppy.sh/feed/news/index.html	(from http://osu.ppy.sh/)
19:44:39	93636/93636	---MCZ	200	added ('OK')	application/javascript	etag:W/%225892a694-16dc4%22	http://s.ppy.sh/js/jquery.min.js?1486005908	C:/osu!web/osu2007web/s.ppy.sh/js/jquery.min2a3a.js	(from http://osu.ppy.sh/)
19:44:44	13221/13221	---M--	200	added ('OK')	image/jpeg	etag:%225892a694-33a5%22	http://s.ppy.sh/images/right-pippi.jpg	C:/osu!web/osu2007web/s.ppy.sh/images/right-pippi.jpg	(from http://osu.ppy.sh/)
19:44:44	60645/60645	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2012%20Dec%202016%2021:27:50%20GMT	http://ajax.cloudflare.com/cdn-cgi/nexp/dok3v=f2befc48d1/cloudflare.min.js	C:/osu!web/osu2007web/ajax.cloudflare.com/cdn-cgi/nexp/dok3v=f2befc48d1/cloudflare.min.js	(from http://osu.ppy.sh/)
19:44:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Feb%202017%2018:44:44%20GMT	http://facebook.com/osugame	C:/osu!web/osu2007web/facebook.com/osugame.1a.delayed	(from http://osu.ppy.sh/)
19:44:45	10285/10285	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:44:44%20GMT	http://osu.ppy.sh/p/twitter	C:/osu!web/osu2007web/osu.ppy.sh/p/twitter.html	(from http://osu.ppy.sh/)
19:44:46	17602/17602	---M--	200	added ('OK')	image/png	etag:%225892a694-44c2%22	http://s.ppy.sh/images/head-logo.png	C:/osu!web/osu2007web/s.ppy.sh/images/head-logo.png	(from http://osu.ppy.sh/)
19:44:46	21546/21546	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:44:45%20GMT	http://osu.ppy.sh/p/support	C:/osu!web/osu2007web/osu.ppy.sh/p/support.html	(from http://osu.ppy.sh/)
19:44:47	22825/22825	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:44:46%20GMT	http://osu.ppy.sh/p/changelog	C:/osu!web/osu2007web/osu.ppy.sh/p/changelog.html	(from http://osu.ppy.sh/)
19:44:47	60531/60531	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/Welcome	C:/osu!web/osu2007web/osu.ppy.sh/wiki/Welcome.html	(from http://osu.ppy.sh/)
19:44:48	65096/65096	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/History_of_osu!	C:/osu!web/osu2007web/osu.ppy.sh/wiki/History_of_osu!.html	(from http://osu.ppy.sh/)
19:44:49	39482/39482	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/The_Team	C:/osu!web/osu2007web/osu.ppy.sh/wiki/The_Team.html	(from http://osu.ppy.sh/)
19:44:50	39687/39687	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	http://osu.ppy.sh/wiki/Osu!:Rules	C:/osu!web/osu2007web/osu.ppy.sh/wiki/Osu!_Rules.html	(from http://osu.ppy.sh/)
19:44:50	10782/10782	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:44:49%20GMT	http://osu.ppy.sh/p/download	C:/osu!web/osu2007web/osu.ppy.sh/p/download.html	(from http://osu.ppy.sh/)
19:44:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Feb%202017%2018:44:50%20GMT	http://osu.ppy.sh/wiki/	C:/osu!web/osu2007web/osu.ppy.sh/wiki/index.html	(from http://osu.ppy.sh/)
19:44:56	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2003%20Feb%202017%2018:44:56%20GMT	http://help.ppy.sh/	C:/osu!web/osu2007web/help.ppy.sh/index.html	(from http://osu.ppy.sh/)
19:44:57	67420/67420	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:44:56%20GMT	http://osu.ppy.sh/p/beatmaplist	C:/osu!web/osu2007web/osu.ppy.sh/p/beatmaplist.html	(from http://osu.ppy.sh/)
19:44:57	147819/147819	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:44:51%20GMT	https://osu.ppy.sh/forum/5	C:/osu!web/osu2007web/osu.ppy.sh/forum/5.html	(from http://osu.ppy.sh/)
19:44:58	67428/67428	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:44:57%20GMT	http://osu.ppy.sh/p/beatmaplist&s=4&r=0	C:/osu!web/osu2007web/osu.ppy.sh/p/beatmaplist&s=4&r=0.html	(from http://osu.ppy.sh/)
19:44:58	56270/56270	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:44:58%20GMT	http://osu.ppy.sh/p/beatmaplist&s=4&r=11	C:/osu!web/osu2007web/osu.ppy.sh/p/beatmaplist&s=4&r=11.html	(from http://osu.ppy.sh/)
19:44:59	61417/61417	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:44:58%20GMT	http://osu.ppy.sh/p/beatmaplist&s=4&r=12	C:/osu!web/osu2007web/osu.ppy.sh/p/beatmaplist&s=4&r=12.html	(from http://osu.ppy.sh/)
19:44:59	58597/58597	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:44:58%20GMT	http://osu.ppy.sh/p/beatmaplist&s=7&r=2	C:/osu!web/osu2007web/osu.ppy.sh/p/beatmaplist&s=7&r=2.html	(from http://osu.ppy.sh/)
19:45:00	144580/144580	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:44:59%20GMT	http://osu.ppy.sh/p/packlist	C:/osu!web/osu2007web/osu.ppy.sh/p/packlist.html	(from http://osu.ppy.sh/)
19:45:00	32193/32193	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:44:59%20GMT	http://osu.ppy.sh/p/pp	C:/osu!web/osu2007web/osu.ppy.sh/p/pp.html	(from http://osu.ppy.sh/)
19:45:01	34216/34216	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:00%20GMT	http://osu.ppy.sh/p/chart	C:/osu!web/osu2007web/osu.ppy.sh/p/chart.html	(from http://osu.ppy.sh/)
19:45:01	32634/32634	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:00%20GMT	http://osu.ppy.sh/p/playerranking	C:/osu!web/osu2007web/osu.ppy.sh/p/playerranking.html	(from http://osu.ppy.sh/)
19:45:01	26321/26321	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:01%20GMT	http://osu.ppy.sh/p/countryranking	C:/osu!web/osu2007web/osu.ppy.sh/p/countryranking.html	(from http://osu.ppy.sh/)
19:45:02	20439/20439	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:01%20GMT	http://osu.ppy.sh/p/kudosu	C:/osu!web/osu2007web/osu.ppy.sh/p/kudosu.html	(from http://osu.ppy.sh/)
19:45:02	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2003%20Feb%202017%2018:45:02%20GMT	http://osu.ppy.sh/p/live	C:/osu!web/osu2007web/osu.ppy.sh/p/live	(from http://osu.ppy.sh/)
19:45:07	35060/35060	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:02%20GMT	http://osu.ppy.sh/forum/	C:/osu!web/osu2007web/osu.ppy.sh/forum/index.html	(from http://osu.ppy.sh/)
19:45:07	50359/50359	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:07%20GMT	https://new.ppy.sh/livestreams	C:/osu!web/osu2007web/new.ppy.sh/livestreams.html	(from http://osu.ppy.sh/)
19:45:08	13223/13223	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:07%20GMT	https://osu.ppy.sh/p/register	C:/osu!web/osu2007web/osu.ppy.sh/p/register.html	(from http://osu.ppy.sh/)
19:45:09	16465/16465	---M--	200	added ('OK')	image/png	etag:%225892a694-412b%22	http://s.ppy.sh/images/osu-download.png	C:/osu!web/osu2007web/s.ppy.sh/images/osu-download.png	(from http://osu.ppy.sh/)
19:45:13	13681/13681	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:08%20GMT	https://osu.ppy.sh/p/forgot	C:/osu!web/osu2007web/osu.ppy.sh/p/forgot.html	(from http://osu.ppy.sh/)
19:45:13	939/939	---MC-	302	error ('Found')	text/html	date:Fri,%2003%20Feb%202017%2018:45:12%20GMT	http://store.ppy.sh/	C:/osu!web/osu2007web/store.ppy.sh/index.html	(from http://osu.ppy.sh/)
19:45:13	16252/16252	---M--	200	added ('OK')	image/png	etag:%225892a694-3fe3%22	http://s.ppy.sh/images/osu-goodies.png	C:/osu!web/osu2007web/s.ppy.sh/images/osu-goodies.png	(from http://osu.ppy.sh/)
19:45:15	16730/16730	---M--	200	added ('OK')	image/png	etag:%225892a694-41ed%22	http://s.ppy.sh/images/osu-support.png	C:/osu!web/osu2007web/s.ppy.sh/images/osu-support.png	(from http://osu.ppy.sh/)
19:45:16	2773/2773	---M--	200	added ('OK')	image/jpeg	etag:%22ae9c9a3c03c9c5e69c92f96d8d3c8fb6%22	http://b.ppy.sh/thumb/320118.jpg	C:/osu!web/osu2007web/b.ppy.sh/thumb/320118.jpg	(from http://osu.ppy.sh/)
19:45:16	51424/51424	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:16%20GMT	http://osu.ppy.sh/s/320118	C:/osu!web/osu2007web/osu.ppy.sh/s/320118.html	(from http://osu.ppy.sh/)
19:45:17	15448/15448	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:16%20GMT	http://osu.ppy.sh/u/4323406	C:/osu!web/osu2007web/osu.ppy.sh/u/4323406.html	(from http://osu.ppy.sh/)
19:45:17	1485/1485	---M--	200	added ('OK')	image/jpeg	etag:%22713bc6a4ed462f361ba4241f29b70c8f%22	http://b.ppy.sh/thumb/513590.jpg	C:/osu!web/osu2007web/b.ppy.sh/thumb/513590.jpg	(from http://osu.ppy.sh/)
19:45:18	43456/43456	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:17%20GMT	http://osu.ppy.sh/s/513590	C:/osu!web/osu2007web/osu.ppy.sh/s/513590.html	(from http://osu.ppy.sh/)
19:45:18	14823/14823	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:17%20GMT	http://osu.ppy.sh/u/2706438	C:/osu!web/osu2007web/osu.ppy.sh/u/2706438.html	(from http://osu.ppy.sh/)
19:45:19	46863/46863	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:18%20GMT	http://osu.ppy.sh/s/332532	C:/osu!web/osu2007web/osu.ppy.sh/s/332532.html	(from http://osu.ppy.sh/)
19:45:19	2206/2206	---M--	200	added ('OK')	image/jpeg	etag:%2251afb327dee0b1d7b89ca5d6ef056082%22	http://b.ppy.sh/thumb/332532.jpg	C:/osu!web/osu2007web/b.ppy.sh/thumb/332532.jpg	(from http://osu.ppy.sh/)
19:45:19	14484/14484	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:19%20GMT	http://osu.ppy.sh/u/2805457	C:/osu!web/osu2007web/osu.ppy.sh/u/2805457.html	(from http://osu.ppy.sh/)
19:45:20	43792/43792	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:19%20GMT	http://osu.ppy.sh/s/518932	C:/osu!web/osu2007web/osu.ppy.sh/s/518932.html	(from http://osu.ppy.sh/)
19:45:20	2392/2392	---M--	200	added ('OK')	image/jpeg	etag:%220679acf5b0db09fedb1072dc09568d99%22	http://b.ppy.sh/thumb/518932.jpg	C:/osu!web/osu2007web/b.ppy.sh/thumb/518932.jpg	(from http://osu.ppy.sh/)
19:45:21	14365/14365	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:20%20GMT	http://osu.ppy.sh/u/4858573	C:/osu!web/osu2007web/osu.ppy.sh/u/4858573.html	(from http://osu.ppy.sh/)
19:45:21	2597/2597	---M--	200	added ('OK')	image/jpeg	etag:%22c4c45afa0ae9d8fd220b49e836b228aa%22	http://b.ppy.sh/thumb/485056.jpg	C:/osu!web/osu2007web/b.ppy.sh/thumb/485056.jpg	(from http://osu.ppy.sh/)
19:45:21	44646/44646	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:21%20GMT	http://osu.ppy.sh/s/485056	C:/osu!web/osu2007web/osu.ppy.sh/s/485056.html	(from http://osu.ppy.sh/)
19:45:22	14469/14469	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:21%20GMT	http://osu.ppy.sh/u/4746949	C:/osu!web/osu2007web/osu.ppy.sh/u/4746949.html	(from http://osu.ppy.sh/)
19:45:22	16822/16822	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:22%20GMT	http://osu.ppy.sh/p/news	C:/osu!web/osu2007web/osu.ppy.sh/p/news.html	(from http://osu.ppy.sh/)
19:45:22	17996/17996	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:22%20GMT	http://osu.ppy.sh/news/156655326898	C:/osu!web/osu2007web/osu.ppy.sh/news/156655326898.html	(from http://osu.ppy.sh/)
19:45:23	11697/11697	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:22%20GMT	http://osu.ppy.sh/news/156441819408	C:/osu!web/osu2007web/osu.ppy.sh/news/156441819408.html	(from http://osu.ppy.sh/)
19:45:23	18883/18883	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:23%20GMT	http://osu.ppy.sh/news/156391847678	C:/osu!web/osu2007web/osu.ppy.sh/news/156391847678.html	(from http://osu.ppy.sh/)
19:45:24	11641/11641	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:23%20GMT	http://osu.ppy.sh/news/156345021253	C:/osu!web/osu2007web/osu.ppy.sh/news/156345021253.html	(from http://osu.ppy.sh/)
19:45:25	1374/1374	---MC-	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202017%2018:45:25%20GMT	http://osu.ppy.sh/pages/include/home-useractivity.php	C:/osu!web/osu2007web/osu.ppy.sh/pages/include/home-useractivity.png	(from http://osu.ppy.sh/)
19:45:25	34880/34880	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:24%20GMT	https://new.ppy.sh/community/contests/39	C:/osu!web/osu2007web/new.ppy.sh/community/contests/39.html	(from http://osu.ppy.sh/)
19:45:26	8477/8477	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:25%20GMT	http://osu.ppy.sh/p/irc	C:/osu!web/osu2007web/osu.ppy.sh/p/irc.html	(from http://osu.ppy.sh/)
19:45:26	785/785	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Feb%202017%2018:45:25%20GMT	http://osu.ppy.sh/wiki	C:/osu!web/osu2007web/osu.ppy.sh/wiki	(from http://osu.ppy.sh/)
19:45:26	785/785	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Feb%202017%2018:45:26%20GMT	http://osu.ppy.sh/forum	C:/osu!web/osu2007web/osu.ppy.sh/forum	(from http://osu.ppy.sh/)
19:45:27	10293/10293	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:26%20GMT	http://osu.ppy.sh/forum/posting.php?mode=post&f=5	C:/osu!web/osu2007web/osu.ppy.sh/forum/posting0ddd.html	(from http://osu.ppy.sh/)
19:45:27	21381/21381	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:26%20GMT	http://osu.ppy.sh/p/terms	C:/osu!web/osu2007web/osu.ppy.sh/p/terms.html	(from http://osu.ppy.sh/)
19:45:35	13936/13936	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:27%20GMT	http://osu.ppy.sh/p/copyright	C:/osu!web/osu2007web/osu.ppy.sh/p/copyright.html	(from http://osu.ppy.sh/)
19:45:36	18146/18146	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:35%20GMT	http://stat.ppy.sh/	C:/osu!web/osu2007web/stat.ppy.sh/index.html	(from http://osu.ppy.sh/)
19:45:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Feb%202017%2018:45:35%20GMT	http://twitter.com/osustatus	C:/osu!web/osu2007web/twitter.com/osustatus.54.delayed	(from http://osu.ppy.sh/)
19:45:39	161/161	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2003%20Feb%202017%2018:45:38%20GMT	http://platform.enchant.com/	C:/osu!web/osu2007web/platform.enchant.com/index.html	(from http://osu.ppy.sh/)
19:45:39	61680/61680	---MCZ	200	added ('OK')	text/css	date:Thu,%2002%20Feb%202017%2003:25:08%20GMT	http://s.ppy.sh/css/style.css	C:/osu!web/osu2007web/s.ppy.sh/css/style.css	(from http://osu.ppy.sh/index.php?p=about)
19:45:40	785/785	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Feb%202017%2018:45:39%20GMT	http://osu.ppy.sh/feed/changelog	C:/osu!web/osu2007web/osu.ppy.sh/feed/changelog	(from http://osu.ppy.sh/index.php?p=changelog)
19:45:40	89234/89234	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202017%2003:25:56%20GMT	https://osu.ppy.sh/wiki/Help_Center	C:/osu!web/osu2007web/osu.ppy.sh/wiki/Help_Center.html	(from http://osu.ppy.sh/)
19:45:41	2912/2912	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:40%20GMT	http://osu.ppy.sh/feed/changelog/	C:/osu!web/osu2007web/osu.ppy.sh/feed/changelog/index.html	(from http://osu.ppy.sh/index.php?p=changelog)
19:45:41	10938/10938	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:40%20GMT	http://osu.ppy.sh/p/changelog?v=b20170103.2	C:/osu!web/osu2007web/osu.ppy.sh/p/changelog3cc2.html	(from http://osu.ppy.sh/index.php?p=changelog)
19:45:42	10954/10954	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:41%20GMT	http://osu.ppy.sh/p/changelog?v=b20160403.6	C:/osu!web/osu2007web/osu.ppy.sh/p/changelog5088.html	(from http://osu.ppy.sh/index.php?p=changelog)
19:45:45	18676/18676	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2018:45:41%20GMT	http://osu.ppy.sh/p/changelog?v=next	C:/osu!web/osu2007web/osu.ppy.sh/p/changelog2f15.html	(from http://osu.ppy.sh/index.php?p=changelog)
